age	workclass	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country
(24.3, 31.6]	Self-employed	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	45	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	50	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Widowhood	Craft-repair	Unmarried	Non-White	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	Assoc-voc	11	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Married-h1	Handlers-cleaners	Husband	White-h1	Male	0	1887	40	United-States
(24.3, 31.6]	Private-h1	10th	6	Married-h1	Sales	Husband	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	55	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Craft-repair	Own-child	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	government department	HS-grad	9	Married-h1	Adm-clerical	Wife	White-h1	Female	7298	0	30	United-States
(38.9, 46.2]	Self-employed	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	51	United-States
(16.927, 24.3]	Private-h1	10th	6	Single	Handlers-cleaners	Other-relative	White-h1	Male	0	0	10	El-Salvador
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Other-service	Not-in-family	White-h1	Female	0	0	25	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	30	United-States
(60.8, 68.1]	Private-h1	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	45	United-States
(53.5, 60.8]	Private-h1	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	government department	Prof-school	15	Married-h1	Prof-specialty	Husband	Non-White	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Married-h1	Tech-support	Husband	White-h1	Male	0	0	45	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Adm-clerical	Unmarried	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	45	United-States
(53.5, 60.8]	Private-h1	Doctorate	16	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	government department	Assoc-acdm	12	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	44	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	36	United-States
(38.9, 46.2]	Self-employed	Some-college	10	Married-h1	Prof-specialty	Not-in-family	White-h1	Male	0	0	20	United-States
(46.2, 53.5]	Private-h1	Bachelors	13	Married-h1	Adm-clerical	Husband	White-h1	Male	0	1902	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Machine-op-inspct	Unmarried	Non-White	Male	0	0	56	Puerto-Rico
(38.9, 46.2]	government department	Masters	14	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	56	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	1887	30	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	40	United-States
(82.7, 90.0]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Assoc-voc	11	Single	Prof-specialty	Own-child	Non-White	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Assoc-voc	11	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Adm-clerical	Wife	Non-White	Female	0	0	30	Mexico
(75.4, 82.7]	Self-employed	10th	6	Married-h1	Exec-managerial	Wife	White-h1	Female	2936	0	28	United-States
(16.927, 24.3]	Private-h1	10th	6	Single	Other-service	Own-child	Non-White	Female	0	0	12	United-States
(53.5, 60.8]	Private-h1	Assoc-voc	11	Married-h1	Tech-support	Husband	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	government department	10th	6	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	45	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Handlers-cleaners	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Prof-specialty	Wife	Non-White	Female	0	0	35	Philippines
(31.6, 38.9]	Private-h1	Assoc-voc	11	Married-h1	Tech-support	Wife	White-h1	Female	0	0	24	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Other-service	Other-relative	White-h1	Male	0	0	30	United-States
(24.3, 31.6]	government department	Some-college	10	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Adm-clerical	Not-in-family	White-h1	Male	0	0	60	United-States
(38.9, 46.2]	Private-h1	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	55	United-States
(46.2, 53.5]	government department	Bachelors	13	Married-h1	Exec-managerial	Husband	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	60	United-States
(53.5, 60.8]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	11th	7	Married-h1	Handlers-cleaners	Husband	Non-White	Male	0	1651	40	Vietnam
(38.9, 46.2]	Private-h1	Some-college	10	Widowhood	Other-service	Unmarried	Non-White	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Craft-repair	Own-child	White-h1	Male	0	0	40	Puerto-Rico
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	50	United-States
(75.4, 82.7]	government department	HS-grad	9	Widowhood	Other-service	Unmarried	Non-White	Female	0	0	32	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Handlers-cleaners	Husband	White-h1	Male	0	0	44	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Own-child	White-h1	Female	0	0	20	United-States
(24.3, 31.6]	Self-employed	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	35	United-States
(53.5, 60.8]	Private-h1	Some-college	10	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(60.8, 68.1]	Private-h1	Bachelors	13	Married-h1	Adm-clerical	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	government department	HS-grad	9	Married-h1	Adm-clerical	Wife	Non-White	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Own-child	White-h1	Male	0	0	35	United-States
(46.2, 53.5]	Private-h1	10th	6	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	46	United-States
(24.3, 31.6]	government department	Bachelors	13	Single	Tech-support	Unmarried	Non-White	Female	0	0	40	Vietnam
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Adm-clerical	Unmarried	Non-White	Female	0	0	38	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	99	United-States
(24.3, 31.6]	government department	Bachelors	13	Married-h1	Protective-serv	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	1977	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Adm-clerical	Other-relative	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Self-employed	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Male	0	2258	50	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Protective-serv	Husband	Non-White	Male	0	0	32	United-States
(31.6, 38.9]	government department	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	55	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Own-child	Non-White	Male	0	0	30	Philippines
(16.927, 24.3]	government department	12th	8	Single	Handlers-cleaners	Unmarried	Non-White	Female	0	0	20	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Single	Machine-op-inspct	Not-in-family	Non-White	Male	0	0	48	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	Non-White	Male	0	0	40	Vietnam
(31.6, 38.9]	Self-employed	Assoc-acdm	12	Married-h1	Sales	Husband	White-h1	Male	0	1887	40	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	25	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Farming-fishing	Own-child	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	48	United-States
(68.1, 75.4]	Private-h1	10th	6	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Single	Adm-clerical	Unmarried	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	Self-employed	Some-college	10	Single	Adm-clerical	Unmarried	White-h1	Male	0	0	5	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	7688	0	40	United-States
(31.6, 38.9]	Private-h1	10th	6	Single	Machine-op-inspct	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	government department	Assoc-voc	11	Single	Prof-specialty	Not-in-family	White-h1	Female	13550	0	40	United-States
(38.9, 46.2]	Private-h1	11th	7	Single	Transport-moving	Not-in-family	White-h1	Male	0	0	42	United-States
(31.6, 38.9]	government department	Some-college	10	Single	Exec-managerial	Not-in-family	Non-White	Male	13550	0	40	United-States
(16.927, 24.3]	government department	Some-college	10	Single	Adm-clerical	Own-child	White-h1	Female	0	0	40	United-States
(53.5, 60.8]	Private-h1	10th	6	Married-h1	Other-service	Wife	Non-White	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	1902	60	United-States
(38.9, 46.2]	government department	HS-grad	9	Single	Exec-managerial	Unmarried	Non-White	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Protective-serv	Not-in-family	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Private-h1	Assoc-acdm	12	Married-h1	Sales	Husband	White-h1	Male	0	0	45	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Bachelors	13	Married-h1	Sales	Husband	White-h1	Male	0	0	55	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Other-service	Husband	White-h1	Male	0	0	57	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Single	Adm-clerical	Unmarried	White-h1	Female	6497	0	35	United-States
(53.5, 60.8]	Self-employed	5th-6th	3	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Sales	Own-child	Non-White	Female	0	0	25	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Adm-clerical	Own-child	Non-White	Female	0	0	25	United-States
(53.5, 60.8]	government department	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Sales	Other-relative	Non-White	Female	0	0	35	United-States
(46.2, 53.5]	Self-employed	1st-4th	2	Married-h1	Exec-managerial	Husband	White-h1	Male	7688	0	67	Italy
(38.9, 46.2]	government department	Masters	14	Married-h1	Prof-specialty	Wife	White-h1	Female	4386	0	40	United-States
(24.3, 31.6]	government department	Bachelors	13	Single	Protective-serv	Not-in-family	White-h1	Male	0	0	50	United-States
(24.3, 31.6]	government department	Some-college	10	Single	Transport-moving	Unmarried	Non-White	Female	0	0	40	United-States
(38.9, 46.2]	government department	HS-grad	9	Single	Exec-managerial	Own-child	Non-White	Female	0	0	40	United-States
(38.9, 46.2]	government department	HS-grad	9	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Sales	Other-relative	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	government department	Assoc-voc	11	Single	Protective-serv	Not-in-family	White-h1	Male	0	0	56	United-States
(60.8, 68.1]	Self-employed	5th-6th	3	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	70	Canada
(38.9, 46.2]	government department	Some-college	10	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Transport-moving	Own-child	White-h1	Male	0	0	40	United-States
(60.8, 68.1]	Private-h1	HS-grad	9	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	30	United-States
(24.3, 31.6]	Private-h1	11th	7	Single	Machine-op-inspct	Unmarried	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	32	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Female	0	1876	40	United-States
(24.3, 31.6]	government department	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Machine-op-inspct	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Self-employed	Bachelors	13	Single	Craft-repair	Own-child	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Bachelors	13	Married-h1	Adm-clerical	Wife	White-h1	Female	7688	0	20	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Single	Prof-specialty	Unmarried	Non-White	Female	0	0	38	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Female	0	0	40	United-States
(53.5, 60.8]	Private-h1	Some-college	10	Married-h1	Prof-specialty	Wife	White-h1	Female	0	0	40	United-States
(53.5, 60.8]	Self-employed	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Private-h1	Assoc-voc	11	Widowhood	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Priv-house-serv	Not-in-family	White-h1	Female	0	0	30	Guatemala
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Sales	Unmarried	White-h1	Female	0	0	43	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Other-service	Not-in-family	White-h1	Male	0	0	37	United-States
(31.6, 38.9]	government department	Assoc-voc	11	Married-h1	Protective-serv	Husband	White-h1	Male	0	0	42	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Transport-moving	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	7th-8th	4	Married-h1	Other-service	Not-in-family	White-h1	Female	0	0	32	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	60	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Male	0	1408	36	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Single	Machine-op-inspct	Other-relative	White-h1	Female	0	2205	40	Holand-Netherlands
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Tech-support	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Sales	Wife	Non-White	Female	0	0	40	Philippines
(16.927, 24.3]	Self-employed	HS-grad	9	Single	Farming-fishing	Own-child	Non-White	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Adm-clerical	Unmarried	Non-White	Female	0	0	45	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Tech-support	Other-relative	White-h1	Male	0	0	40	United-States
(60.8, 68.1]	Private-h1	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	7298	0	48	United-States
(53.5, 60.8]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	60	United-States
(38.9, 46.2]	government department	Masters	14	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Other-service	Own-child	White-h1	Male	0	0	35	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Married-h1	Sales	Husband	White-h1	Male	0	0	60	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Machine-op-inspct	Unmarried	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Prof-specialty	Wife	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	10th	6	Single	Other-service	Own-child	White-h1	Female	0	0	30	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Craft-repair	Own-child	White-h1	Male	0	0	16	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	government department	Some-college	10	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	39	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Not-in-family	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	White-h1	Female	0	0	60	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	11th	7	Single	Other-service	Own-child	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Private-h1	Some-college	10	Widowhood	Other-service	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	10th	6	Single	Other-service	Unmarried	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Prof-school	15	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	60	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Transport-moving	Unmarried	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	35	United-States
(46.2, 53.5]	government department	HS-grad	9	Widowhood	Adm-clerical	Not-in-family	Non-White	Female	0	0	40	Puerto-Rico
(24.3, 31.6]	Self-employed	HS-grad	9	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	10th	6	Single	Other-service	Not-in-family	White-h1	Male	0	0	24	Nicaragua
(24.3, 31.6]	Private-h1	Some-college	10	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	60	United-States
(46.2, 53.5]	Private-h1	Masters	14	Married-h1	Exec-managerial	Husband	White-h1	Male	15024	0	65	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	48	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Transport-moving	Not-in-family	White-h1	Male	0	1876	75	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	Private-h1	10th	6	Single	Farming-fishing	Unmarried	White-h1	Male	0	0	35	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Sales	Unmarried	Non-White	Female	0	0	20	United-States
(46.2, 53.5]	Self-employed	Some-college	10	Widowhood	Exec-managerial	Not-in-family	White-h1	Male	0	0	40	United-States
